Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,,Vteam,Hteam
Sun Apr 1 2018,6:00 PM,Oklahoma City Thunder,,New Orleans Pelicans,,,,,,,Oklahoma City Thunder,New Orleans Pelicans
Sun Apr 1 2018,9:00 PM,Memphis Grizzlies,,Portland Trail Blazers,,,,,,,Memphis Grizzlies,Portland Trail Blazers
Sun Apr 1 2018,3:30 PM,Houston Rockets,,San Antonio Spurs,,,,,,,Houston Rockets,San Antonio Spurs
Tue Apr 3 2018,8:00 PM,Charlotte Hornets,,Chicago Bulls,,,,,,,Charlotte Hornets,Chicago Bulls
Tue Apr 3 2018,7:00 PM,Toronto Raptors,,Cleveland Cavaliers,,,,,,,Toronto Raptors,Cleveland Cavaliers
Tue Apr 3 2018,8:30 PM,Portland Trail Blazers,,Dallas Mavericks,,,,,,,Portland Trail Blazers,Dallas Mavericks
Tue Apr 3 2018,9:00 PM,Indiana Pacers,,Denver Nuggets,,,,,,,Indiana Pacers,Denver Nuggets
Tue Apr 3 2018,8:00 PM,Washington Wizards,,Houston Rockets,,,,,,,Washington Wizards,Houston Rockets
Tue Apr 3 2018,10:30 PM,San Antonio Spurs,,Los Angeles Clippers,,,,,,,San Antonio Spurs,Los Angeles Clippers
Tue Apr 3 2018,7:30 PM,Atlanta Hawks,,Miami Heat,,,,,,,Atlanta Hawks,Miami Heat
Tue Apr 3 2018,8:00 PM,Boston Celtics,,Milwaukee Bucks,,,,,,,Boston Celtics,Milwaukee Bucks
Tue Apr 3 2018,7:30 PM,Orlando Magic,,New York Knicks,,,,,,,Orlando Magic,New York Knicks
Tue Apr 3 2018,8:00 PM,Golden State Warriors,,Oklahoma City Thunder,,,,,,,Golden State Warriors,Oklahoma City Thunder
Tue Apr 3 2018,7:00 PM,Brooklyn Nets,,Philadelphia 76ers,,,,,,,Brooklyn Nets,Philadelphia 76ers
Tue Apr 3 2018,10:00 PM,Sacramento Kings,,Phoenix Suns,,,,,,,Sacramento Kings,Phoenix Suns
Tue Apr 3 2018,9:00 PM,Los Angeles Lakers,,Utah Jazz,,,,,,,Los Angeles Lakers,Utah Jazz
Wed Apr 4 2018,7:30 PM,Miami Heat,,Atlanta Hawks,,,,,,,Miami Heat,Atlanta Hawks
Wed Apr 4 2018,7:00 PM,Philadelphia 76ers,,Detroit Pistons,,,,,,,Philadelphia 76ers,Detroit Pistons
Wed Apr 4 2018,10:30 PM,San Antonio Spurs,,Los Angeles Lakers,,,,,,,San Antonio Spurs,Los Angeles Lakers
Wed Apr 4 2018,9:30 PM,Memphis Grizzlies,,New Orleans Pelicans,,,,,,,Memphis Grizzlies,New Orleans Pelicans
Wed Apr 4 2018,7:00 PM,Dallas Mavericks,,Orlando Magic,,,,,,,Dallas Mavericks,Orlando Magic
Wed Apr 4 2018,7:00 PM,Boston Celtics,,Toronto Raptors,,,,,,,Boston Celtics,Toronto Raptors
Thu Apr 5 2018,8:00 PM,Washington Wizards,,Cleveland Cavaliers,,,,,,,Washington Wizards,Cleveland Cavaliers
Thu Apr 5 2018,10:30 PM,Minnesota Timberwolves,,Denver Nuggets,,,,,,,Minnesota Timberwolves,Denver Nuggets
Thu Apr 5 2018,8:00 PM,Portland Trail Blazers,,Houston Rockets,,,,,,,Portland Trail Blazers,Houston Rockets
Thu Apr 5 2018,7:00 PM,Golden State Warriors,,Indiana Pacers,,,,,,,Golden State Warriors,Indiana Pacers
Thu Apr 5 2018,8:00 PM,Brooklyn Nets,,Milwaukee Bucks,,,,,,,Brooklyn Nets,Milwaukee Bucks
Thu Apr 5 2018,9:00 PM,Los Angeles Clippers,,Utah Jazz,,,,,,,Los Angeles Clippers,Utah Jazz
Fri Apr 6 2018,7:30 PM,Chicago Bulls,,Boston Celtics,,,,,,,Chicago Bulls,Boston Celtics
Fri Apr 6 2018,7:00 PM,Dallas Mavericks,,Detroit Pistons,,,,,,,Dallas Mavericks,Detroit Pistons
Fri Apr 6 2018,10:30 PM,Minnesota Timberwolves,,Los Angeles Lakers,,,,,,,Minnesota Timberwolves,Los Angeles Lakers
Fri Apr 6 2018,8:00 PM,Sacramento Kings,,Memphis Grizzlies,,,,,,,Sacramento Kings,Memphis Grizzlies
Fri Apr 6 2018,7:30 PM,Miami Heat,,New York Knicks,,,,,,,Miami Heat,New York Knicks
Fri Apr 6 2018,7:00 PM,Charlotte Hornets,,Orlando Magic,,,,,,,Charlotte Hornets,Orlando Magic
Fri Apr 6 2018,7:00 PM,Cleveland Cavaliers,,Philadelphia 76ers,,,,,,,Cleveland Cavaliers,Philadelphia 76ers
Fri Apr 6 2018,10:00 PM,New Orleans Pelicans,,Phoenix Suns,,,,,,,New Orleans Pelicans,Phoenix Suns
Fri Apr 6 2018,7:30 PM,Indiana Pacers,,Toronto Raptors,,,,,,,Indiana Pacers,Toronto Raptors
Fri Apr 6 2018,7:00 PM,Atlanta Hawks,,Washington Wizards,,,,,,,Atlanta Hawks,Washington Wizards
Sat Apr 7 2018,8:00 PM,Brooklyn Nets,,Chicago Bulls,,,,,,,Brooklyn Nets,Chicago Bulls
Sat Apr 7 2018,8:30 PM,New Orleans Pelicans,,Golden State Warriors,,,,,,,New Orleans Pelicans,Golden State Warriors
Sat Apr 7 2018,8:30 PM,Oklahoma City Thunder,,Houston Rockets,,,,,,,Oklahoma City Thunder,Houston Rockets
Sat Apr 7 2018,3:30 PM,Denver Nuggets,,Los Angeles Clippers,,,,,,,Denver Nuggets,Los Angeles Clippers
Sat Apr 7 2018,7:30 PM,Milwaukee Bucks,,New York Knicks,,,,,,,Milwaukee Bucks,New York Knicks
Sat Apr 7 2018,9:00 PM,Portland Trail Blazers,,San Antonio Spurs,,,,,,,Portland Trail Blazers,San Antonio Spurs
Sun Apr 8 2018,7:30 PM,Atlanta Hawks,,Boston Celtics,,,,,,,Atlanta Hawks,Boston Celtics
Sun Apr 8 2018,1:00 PM,Indiana Pacers,,Charlotte Hornets,,,,,,,Indiana Pacers,Charlotte Hornets
Sun Apr 8 2018,6:00 PM,Utah Jazz,,Los Angeles Lakers,,,,,,,Utah Jazz,Los Angeles Lakers
Sun Apr 8 2018,3:30 PM,Detroit Pistons,,Memphis Grizzlies,,,,,,,Detroit Pistons,Memphis Grizzlies
Sun Apr 8 2018,1:00 PM,Dallas Mavericks,,Philadelphia 76ers,,,,,,,Dallas Mavericks,Philadelphia 76ers
Sun Apr 8 2018,9:00 PM,Golden State Warriors,,Phoenix Suns,,,,,,,Golden State Warriors,Phoenix Suns
Sun Apr 8 2018,6:00 PM,Orlando Magic,,Toronto Raptors,,,,,,,Orlando Magic,Toronto Raptors
Mon Apr 9 2018,7:30 PM,Chicago Bulls,,Brooklyn Nets,,,,,,,Chicago Bulls,Brooklyn Nets
Mon Apr 9 2018,9:00 PM,Portland Trail Blazers,,Denver Nuggets,,,,,,,Portland Trail Blazers,Denver Nuggets
Mon Apr 9 2018,7:00 PM,Toronto Raptors,,Detroit Pistons,,,,,,,Toronto Raptors,Detroit Pistons
Mon Apr 9 2018,10:30 PM,New Orleans Pelicans,,Los Angeles Clippers,,,,,,,New Orleans Pelicans,Los Angeles Clippers
Mon Apr 9 2018,7:30 PM,Oklahoma City Thunder,,Miami Heat,,,,,,,Oklahoma City Thunder,Miami Heat
Mon Apr 9 2018,8:00 PM,Orlando Magic,,Milwaukee Bucks,,,,,,,Orlando Magic,Milwaukee Bucks
Mon Apr 9 2018,8:00 PM,Memphis Grizzlies,,Minnesota Timberwolves,,,,,,,Memphis Grizzlies,Minnesota Timberwolves
Mon Apr 9 2018,7:30 PM,Cleveland Cavaliers,,New York Knicks,,,,,,,Cleveland Cavaliers,New York Knicks
Mon Apr 9 2018,8:30 PM,Sacramento Kings,,San Antonio Spurs,,,,,,,Sacramento Kings,San Antonio Spurs
Tue Apr 10 2018,7:30 PM,Philadelphia 76ers,,Atlanta Hawks,,,,,,,Philadelphia 76ers,Atlanta Hawks
Tue Apr 10 2018,8:30 PM,Phoenix Suns,,Dallas Mavericks,,,,,,,Phoenix Suns,Dallas Mavericks
Tue Apr 10 2018,7:00 PM,Charlotte Hornets,,Indiana Pacers,,,,,,,Charlotte Hornets,Indiana Pacers
Tue Apr 10 2018,10:30 PM,Houston Rockets,,Los Angeles Lakers,,,,,,,Houston Rockets,Los Angeles Lakers
Tue Apr 10 2018,9:00 PM,Golden State Warriors,,Utah Jazz,,,,,,,Golden State Warriors,Utah Jazz
Tue Apr 10 2018,8:00 PM,Boston Celtics,,Washington Wizards,,,,,,,Boston Celtics,Washington Wizards
Wed Apr 11 2018,8:00 PM,Brooklyn Nets,,Boston Celtics,,,,,,,Brooklyn Nets,Boston Celtics
Wed Apr 11 2018,8:00 PM,Detroit Pistons,,Chicago Bulls,,,,,,,Detroit Pistons,Chicago Bulls
Wed Apr 11 2018,8:00 PM,New York Knicks,,Cleveland Cavaliers,,,,,,,New York Knicks,Cleveland Cavaliers
Wed Apr 11 2018,10:30 PM,Los Angeles Lakers,,Los Angeles Clippers,,,,,,,Los Angeles Lakers,Los Angeles Clippers
Wed Apr 11 2018,8:00 PM,Toronto Raptors,,Miami Heat,,,,,,,Toronto Raptors,Miami Heat
Wed Apr 11 2018,8:00 PM,Denver Nuggets,,Minnesota Timberwolves,,,,,,,Denver Nuggets,Minnesota Timberwolves
Wed Apr 11 2018,8:00 PM,San Antonio Spurs,,New Orleans Pelicans,,,,,,,San Antonio Spurs,New Orleans Pelicans
Wed Apr 11 2018,8:00 PM,Memphis Grizzlies,,Oklahoma City Thunder,,,,,,,Memphis Grizzlies,Oklahoma City Thunder
Wed Apr 11 2018,8:00 PM,Washington Wizards,,Orlando Magic,,,,,,,Washington Wizards,Orlando Magic
Wed Apr 11 2018,8:00 PM,Milwaukee Bucks,,Philadelphia 76ers,,,,,,,Milwaukee Bucks,Philadelphia 76ers
Wed Apr 11 2018,10:30 PM,Utah Jazz,,Portland Trail Blazers,,,,,,,Utah Jazz,Portland Trail Blazers
Wed Apr 11 2018,10:30 PM,Houston Rockets,,Sacramento Kings,,,,,,,Houston Rockets,Sacramento Kings
